source,page,content
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,106,"และผลผลิตต่อไร่ ของประเทศผู้ผลิตที่สำาคัญ 10 อันดับแรก ปี 2566 Figure 4.1 Pineapple: Harvested area, production and yield of top 10 major countries, 2023"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,110,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 82 ปี เนื้อที่ยืนต้น (1,000 ไร่) Planted area (1,000 rais) เนื้อที่ให้ผล (1,000 ไร่) Harvested area (1,000 rais) ผลผลิต (1,000 ตัน) Production (1,000 tons) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) ราคา ที่เกษตรกรขายได้ (บาท/กก.) Farm gate price (Baht/kg) มูลค่าของผลผลิต (ล้านบาท) Value of production (Million Baht) Year 2558 1,524 1,363 1,032 758 28.57 29,491 2015 2559 1,572 1,409 878 623 33.24 29,199 2016 2560 1,578 1,452 1,201 827 22.85 27,438 2017 2561 1,616 1,512 1,247 824 26.72 33,307 2018 2562 1,686 1,537 1,176 765 26.31 30,951 2019 2563 1,737 1,584 1,183 747 22.28 26,349 2020 2564 1,749 1,650 1,567 950 21.65 33,927 2021 2565 1,739 1,693 1,555 919 20.00 31,107 2022 2566 1,696 1,666 1,415 849 30.83 43,624 2023 2567 1,663P 1,645P 1,420P 864P 27.94 39,675 2024 ลำาไย: Longan ตารางที่ 4.4 ลำาไย: เนื้อที่ ผลผลิต ผลผลิตต่อไร่ ราคาที่เกษตรกรขายได้ และมูลค่าของผลผลิต ปี 2558-2567 Table 4.4 Longan: Area, production, yield, farm gate"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,110,"และมูลค่าของผลผลิต ปี 2558-2567 Table 4.4 Longan: Area, production, yield, farm gate price and value of production, 2015-2024 รูปที่ 4.4 ลำา ไย: เนื้อที่ ผลผลิต ผลผลิตต่อไร่ และราคาที่เกษตรกรขายได้ ปี 2558-2567 Figure 4.4 Longan: Area, production, yield and farm gate price, 2015-2024"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,111,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 83 ภาค/จังหวัด เนื้อที่ยืนต้น (ไร่)Planted area (rai) เนื้อที่ให้ผล (ไร่)Harvested area (rai) ผลผลิต (ตัน)Production (ton) ผลผลิตต่อไร่ (กก./ไร่)Yield (kg/rai) Region/ Province2565 2022 2566 2023 2567 P 2024 2565 2022 2566 2023 2567 P 2024 2565 2022 2566 2023 2567 P 2024 2565 2022 2566 2023 2567 P 2024 รวมทั้งประเทศ1,738,506 1,695,563 1,662,993 1,693,261 1,666,364 1,644,559 1,555,360 1,414,874 1,420,292 919 849 864 Whole Kingdom เหนือ 1,310,823 1,290,701 1,272,059 1,268,641 1,264,226 1,256,112 1,038,364 965,395 962,827 818 764 767 Northern ตะวันออกเฉียงเหนือ32,855 32,756 31,131 31,647 31,749 30,257 20,591 15,596 13,333 651 491 441 Northeastern กลาง 394,400 371,729 359,445 392,616 370,070 357,915 496,205 433,687 443,992 1,264 1,172 1,240 Central ใต้ 428 377 358 357 319 275 199 196 140 559 614 509 Southern เชียงราย 245,311 238,128 230,799 242,598 238,074 230,749 109,796 85,264 64,419 453 358 279 Chiang Rai พะเยา 96,504 94,311"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,111,"393 390 409 371 238 268 188 611 655 507 Saraburi ลำาไย: Longan ตารางที่ 4.5 ลำาไย: เนื้อที่ ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค และรายจังหวัด ปี 2565-2567 Table 4.5 Longan: Area, production and yield by region and province, 2022-2024"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,112,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 84 ภาค/จังหวัด เนื้อที่ยืนต้น (ไร่)Planted area (rai) เนื้อที่ให้ผล (ไร่)Harvested area (rai) ผลผลิต (ตัน)Production (ton) ผลผลิตต่อไร่ (กก./ไร่)Yield (kg/rai) Region/ Province2565 2022 2566 2023 2567 P 2024 2565 2022 2566 2023 2567 P 2024 2565 2022 2566 2023 2567 P 2024 2565 2022 2566 2023 2567 P 2024 ลพบุรี 390 401 397 375 364 367 113 125 69 302 343 188 Lop Buri สุพรรณบุรี 423 406 384 392 378 334 281 284 159 717 751 476 Suphanburi ปทุมธานี 417 423 299 409 411 292 383 340 204 937 827 699 Pathum Thani ปราจีนบุรี 2,046 1,896 1,667 2,007 1,894 1,667 2,436 2,015 1,943 1,214 1,064 1,166 Prachin Buri ฉะเชิงเทรา3,512 3,067 2,910 3,512 3,067 2,910 2,824 2,174 2,097 804 709 721 Chachoengsao สระแก้ว 80,999 78,224 77,801 80,221 78,134 77,780 83,616 67,640 74,628 1,042 866 959 Sa Kaeo จันทบุรี 285,699 267,588 258,262 285,489 266,637 257,374 386,819 342,309 349,071 1,355 1,284 1,356 Chanthaburi ตราด 1,676 1,179 488 1,675 1,178 488 1,112"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,112,"386,819 342,309 349,071 1,355 1,284 1,356 Chanthaburi ตราด 1,676 1,179 488 1,675 1,178 488 1,112 572 282 664 486 578 Trat ระยอง 2,218 1,711 1,552 2,218 1,711 1,552 1,327 1,441 1,060 598 842 683 Rayong ชลบุรี 1,522 1,506 1,358 1,518 1,506 1,356 1,154 1,212 761 760 805 561 Chon Buri สมุทรสาคร 4,647 4,637 4,494 4,457 4,621 4,494 6,219 6,168 5,609 1,395 1,335 1,248 Samut Sakhon นครปฐม 3,251 3,230 2,865 3,183 3,181 2,744 4,029 3,884 3,265 1,266 1,221 1,190 Nakhon Pathom กาญจนบุรี 1,356 1,324 1,294 1,229 1,189 1,205 1,056 1,002 965 859 843 801 Kanchanaburi ราชบุรี 4,726 4,620 4,420 4,578 4,425 4,227 4,074 3,775 3,338 890 853 790 Ratchaburi เพชรบุรี 686 687 644 611 589 564 394 377 287 645 640 509 Phetchaburi ประจวบคีรีขันธ์ 205 204 103 189 189 86 54 19 11 284 101 128 Prachuap Khiri Khan สงขลา 176 176 167 168 168 159 149 156 103 888 929 648 Songkhla อื่น ๆ 1/ 594 545 436 483 474 343 182 160 118 377 339 343 Others 1/ ตารางที่ 4.5 ลำาไย: เนื้อที่ ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค และรายจังหวัด"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,112,"377 339 343 Others 1/ ตารางที่ 4.5 ลำาไย: เนื้อที่ ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค และรายจังหวัด ปี 2565-2567 (ต่อ) Table 4.5 Longan: Area, production and yield by region and province, 2022-2024 (Continued) รูปที่ 4.5 ลำา ไย: เนื้อที่ให้ผล ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค ปี 2567 Figure 4.5 Longan: Harvested area, production and yield by region, 2024 ลำาไย: Longan หมายเหตุ: 1/ อื่น ๆ ได้แก่ จังหวัดนครพนม ร้อยเอ็ด พระนครศรีอยุธยา นนทบุรี กรุงเทพฯ นครนายก ชุมพร ระนอง สุราษฎร์ธานี พังงา ภูเก็ต กระบี่ ตรัง นครศรีธรรมราช พัทลุง สตูล ปัตตานี ยะลา และนราธิวาส Remark: 1/ The others are Nakhon Phanom, Roi Et, Ayutthaya, Nonthaburi, Bangkok, Nakhon Nayok, Chumphon, Ranong, Surat Thani, Phang Nga, Phuket, Krabi, Trang, Nakhon Si Thammarat, Phatthalung, Satun, Pattani, Yala and Narathiwat"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,117,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 89 ภาค/จังหวัด เนื้อที่ยืนต้น (ไร่) Plantedarea (rai) เนื้อที่ให้ผล (ไร่) Harvestedarea (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) Region/ Province2565 2022 2566P 2023 2567P 2024 2565 2022 2566P 2023 2567P 2024 2565 2022 2566P 2023 2567P 2024 2565 2022 2566P 2023 2567P 2024 รวมทั้งประเทศ1,434,974 1,580,925 1,745,401 982,920 1,059,758 1,138,475 1,338,257 1,481,799 1,287,047 1,362 1,398 1,131 Whole Kingdom เหนือ 94,314 101,520 111,251 67,477 71,587 76,352 48,347 52,841 52,389 717 738 686 Northern ตะวันออกเฉียงเหนือ45,615 56,732 65,672 15,421 22,923 28,370 13,393 19,792 22,404 869 863 790 Northeastern กลาง 617,769 696,147 753,897 390,848 418,015 455,249 827,822 796,743 681,997 2,118 1,906 1,498 Central ใต้ 677,276 726,526 814,581 509,174 547,233 578,504 448,695 612,423 530,258 881 1,119 917 Southern เชียงราย 1,868 2,528 3,289 465 876 1,176 102 213 280 219 243 238 Chiang Rai พะเยา 292 365 1,179 23"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,118,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 90 ภาค/จังหวัด เนื้อที่ยืนต้น (ไร่) Plantedarea (rai) เนื้อที่ให้ผล (ไร่) Harvestedarea (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) Region/ Province2565 2022 2566P 2023 2567P 2024 2565 2022 2566P 2023 2567P 2024 2565 2022 2566P 2023 2567P 2024 2565 2022 2566P 2023 2567P 2024 ชลบุรี 1,537 1,989 2,589 398 471 633 544 417 410 1,367 885 648 Chon Buri กาญจนบุรี 5,224 6,020 8,519 2,680 3,104 3,342 1,777 1,248 1,206 663 402 361 Kanchanaburi ราชบุรี 3,832 4,739 5,281 1,126 1,465 1,654 761 670 667 676 457 403 Ratchaburi เพชรบุรี 6,739 7,249 7,348 3,693 4,527 5,039 2,589 2,482 2,528 701 548 502 Phetchaburi ประจวบคีรีขันธ์ 17,161 17,931 18,442 10,523 12,962 13,344 11,935 11,435 7,544 1,134 882 565 Prachuap Khiri Khan ชุมพร 260,768 279,254 327,793 216,141 221,768 228,672 261,232 271,470 226,574 1,209 1,224 991 Chumphon ระนอง 45,891 46,190 46,776 33,767 37,287 42,416 28,667 35,636 38,353 849 956 904 Ranong"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,120,"สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 92 ภาค/จังหวัด เนื้อที่ยืนต้น (ไร่) Planted area (rai) เนื้อที่ให้ผล (ไร่) Harvested area (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) Region/ Province2565 2022 2566 2023 2567 P 2024 2565 2022 2566 2023 2567 P 2024 2565 2022 2566 2023 2567 P 2024 2565 2022 2566 2023 2567 P 2024 รวมทั้งประเทศ435,502 420,608 411,364 418,406 406,480 399,020 252,006 271,004 301,649 602 667 756 Whole Kingdom เหนือ 505 495 369 404 394 276 67 103 50 166 261 181 Northern กลาง 193,747 183,705 177,196 188,723 178,608 171,813 224,010 122,542 182,294 1,187 686 1,061 Central ใต้ 241,250 236,408 233,799 229,279 227,478 226,931 27,929 148,359 119,305 122 652 526 Southern เชียงราย 505 495 369 404 394 276 67 103 50 167 261 181 Chiang Rai สระบุรี 316 369 369 85 85 111 26 30 37 304 353 333 Saraburi สุพรรณบุรี 24 17 15 16 9 9 3 1 0 190 56 48 Suphanburi นนทบุรี 293 281 281 124 157 164 13 16 6 107 102 34 Nonthaburi นครนายก 673 673 718"
